Sentence,Global Reporting Initiative,Integrated Reporting,Task Force on Climate-related Financial Disclosure
"Life­
altering event is defined as a long-term or permanent injury or illness with significant impact on daily activities.",0.4213103950023651,0.35555997490882874,0.22312965989112854
"Examples of SIF 
include, but are not limited to, permanent total disability, amputation of a body part (full or partial), reduced bodily mobility 
(full or partial), third-degree burns, impaired vision, hearing, sense of taste or smell.",0.3836895823478699,0.3125818371772766,0.3037285804748535
[B] Data before 2019 are not available.,0.46196824312210083,0.2769065797328949,0.26112520694732666
The number of SIF cases for 2019 and 2020 reflects the best estimate.,0.6434523463249207,0.18228557705879211,0.1742621213197708
"Combined 
workforce SIF frequency for 2019-20 was adjusted to account for some uncertainty in the number of SIF cases.",0.7695441842079163,0.13782240450382233,0.0926334410905838
"To strengthen our efforts to protect people from harm, we measure the number of serious injuries and fatalities per 100 million working hours.",0.5340627431869507,0.34221985936164856,0.12371737509965897
"This 
allows us to focus our efforts to prevent serious injuries and fatalities on the most critical events.",0.42883914709091187,0.4238753616809845,0.14728547632694244
"In 2022, the number of serious injuries and 
fatalities per 100 million working hours (SIF-F) was 1.7, compared with 6.9 in 2021.",0.43646395206451416,0.38622862100601196,0.1773073822259903
"In 2022, the International Association of Oil & Gas Producers adopted the SIF classification criteria with minimal changes to define the industry 
""fatality and permanent impairment"" injury classification, which Shell also follows.",0.47251805663108826,0.36811789870262146,0.15936410427093506
"Total recordable case frequency
Total recordable case frequency (TRCF) 
Number per million hours
2
0 -
13 14 15 16 17 18 19 20 21 22
16 Shell Sustainability Report 2022",0.6498610377311707,0.20093129575252533,0.1492076963186264
"Sustainability at Achieving net-zero
Shell Our core values emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
In 2022, the number of injuries per million working hours - the total recordable case frequency - was 1.0, an increase from 0.9 in 2021.",0.3967334032058716,0.3486587405204773,0.25460782647132874
"The 
increase was related to lost time injuries at a newly acquired company in the USA.",0.5803124904632568,0.27703702449798584,0.14265044033527374
"Lost time injury frequency
Lost time injury frequency (LTIF) 
Number per million hours
0.50
0.00 -------------------------------------------------------------------------------------------------------------------
13 14 15 16 17 18 19 20 21 22
The level of injuries that led to time off work in 2022 increased to 0.4 cases per million hours compared with 0.3 in 2021.",0.5777378678321838,0.24398167431354523,0.17828042805194855
"The increase was 
related to lost time injuries at a newly acquired company in the USA.",0.5697513818740845,0.3047393262386322,0.12550927698612213
Read more about our approach to personal safety at www.shell.com/sustainability/safety/personal-safety.,0.5735411643981934,0.2647337317466736,0.16172511875629425
"Read more about how Shell's 2022 safety performance impacted remuneration in the Directors' Remuneration Report in our 2022 Annual 
Report.",0.805088996887207,0.12905021011829376,0.06586074084043503
"ID More in this report Preparing for emergencies | Letter from the CEO
@ More on Shell websites Driver safety | Community road safety | Life-saving rules
Process safety
Process safety management is about keeping hazardous substances in pipes, tanks and vessels so they do not cause harm to people or the 
environment.",0.9063213467597961,0.0675276443362236,0.026151036843657494
"It starts with designing and building projects and is implemented throughout the life cycle of the facilities to ensure they are 
operated safely, well maintained and regularly inspected.",0.5576314330101013,0.3011404871940613,0.14122803509235382
"In line with industry standards, we measure and report process safety incidents according to significance, with Tier 1 as the most significant 
category.",0.5264230966567993,0.3342614769935608,0.1393153965473175
"Tier 1+2 operational process safety events, excluding sabotage [A]
a ■ Tier 1 
b ■ Tier 2
[A] Process safety events are classified according to guidance from the International Association of Oil & Gas Producers and the American Petroleum Institute.",0.4657209813594818,0.3535611033439636,0.18071791529655457
"In 2022, there were three Tier 1 
sabotage-related events.",0.46525123715400696,0.3323341906070709,0.2024146020412445
The classification of sabotage-related process safety events is made on the best-endeavours basis.,0.48939231038093567,0.3720100522041321,0.13859762251377106
The number of Tier 1 and 2 operational process safety events in 2022 decreased significantly compared with 2021.,0.48415955901145935,0.36457550525665283,0.15126490592956543
"There were 66 events 
reported during the year compared with 103 in 2021.",0.5033378601074219,0.30457955598831177,0.19208258390426636
"The decrease was partly due to divestments, as well as improvements in work processes 
and using data to enhance safety planning.",0.4600161015987396,0.3228133022785187,0.2171705812215805
Process safety events related to sabotage and theft in Nigeria are recorded separately.,0.5316980481147766,0.32730185985565186,0.14100012183189392
"In Nigeria, there were three sabotage Tier 1 events in 
2022, compared with seven sabotage events in 2021.",0.5630597472190857,0.3110712170600891,0.1258690059185028
Read more about process safety at www.shell.com/process-safety.,0.3812353312969208,0.3650605082511902,0.2537041902542114
"ID More in this report Our approach to safety | Letter from the CEO
@ More on Shell websites Powering Progress - transitioning to net-zero emissions | Process safety
17 Shell Sustainability Report 2022",0.7971471548080444,0.14065389335155487,0.06219899281859398
"Sustainability at Achieving net-zero
Shell Our core values emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
Preparing for emergencies
Having the necessary resources to deal with spills, leaks, fires and explosions, both offshore and onshore, is essential to meet our aim to do no 
harm to people or the environment.",0.37518009543418884,0.3590809106826782,0.2657390236854553
We routinely prepare and practise our emergency response to potential incidents such as a spill or a fire.,0.44293978810310364,0.39641961455345154,0.16064059734344482
"This involves working closely with local 
emergency services and regulatory agencies to jointly test our plans and procedures.",0.6566007733345032,0.23005954921245575,0.1133396252989769
"In 2022, we held four large-scale emergency response 
exercises to ensure we have the required preparedness at assets we operate in Brazil, Nigeria, the Philippines and the US Gulf of Mexico.",0.4478476643562317,0.3700105547904968,0.18214181065559387
"We strive to learn not only from events that have happened, but also from potential events that were prevented by our safety barriers.",0.5803848505020142,0.2441883534193039,0.17542675137519836
"Spills
We have programmes in place across our operations to reduce the number of operational spills.",0.3818542957305908,0.31614822149276733,0.30199745297431946
"The volume of operational spills of oil and oil 
products of more than 100 kilograms to the environment (land or water) in 2022 was 0.06 thousand tonnes, an increase from 0.05 thousand 
tonnes reported for 2021.",0.4791624844074249,0.3294174373149872,0.1914200633764267
"In 2022, the largest operational spill was a spill of around 19.5 tonnes in the Netherlands.",0.4164732098579407,0.4136984944343567,0.16982823610305786
"Spills - operational [A]
10 250
Volume in thousand tonnes (left axis) 
Number of spills (right axis)
[A] All spill volumes and numbers are for hydrocarbon spills of more than 100 kilograms to the environment (land or water).",0.6791772842407227,0.1974768340587616,0.12334594875574112
We have updated some of our historical figures following a review of the data.,0.5386154055595398,0.24261930584907532,0.2187652885913849
"There were 54 operational spills of more than 100 kilograms in 2022, compared with 42 in 2021.",0.5438504219055176,0.30830299854278564,0.1478465348482132
"Spills - sabotage [A] [B]
10 250
5
0
13 14 15 16 17 18 19 20 21 22125
0
Volume in thousand tonnes (left axis) 
Number of spills (right axis)
[A] All spill volumes and numbers are for hydrocarbon spills of more than 100 kilograms into the environment (land or water).",0.6473843455314636,0.20229044556617737,0.1503252536058426
We have updated some of our historical figures following a review of the data.,0.5386154055595398,0.24261930584907532,0.2187652885913849
"[B] All sabotage- and theft-related spills occurred in Nigeria except in 2015 (0.005 thousand tonnes) and 2016 (0.001 
thousand tonnes).",0.44910576939582825,0.3870086967945099,0.16388554871082306
"In 2022, all of the spills caused by sabotage and theft were in Nigeria.",0.46287891268730164,0.4105991721153259,0.1265219748020172
"The number of these spills decreased to 75 in 2022 from 106 in 2021, while 
the volume of these spills declined to 0.6 thousand tonnes from 3.3 thousand tonnes in 2021 (see Spill response and prevention in Nigeria).",0.615075409412384,0.26661017537117004,0.1183144748210907
Read about our emergency response procedures at www.shell.com/process-safety.,0.5367030501365662,0.30926379561424255,0.1540330946445465
"|Q More in this report Spill response and prevention in Nigeria | Our approach to safety | Letter from the CEO
@ More on Shell websites Our strategy: Powering Progress | Our approach | Process safety
18 Shell Sustainability Report 2022",0.6950054168701172,0.22095635533332825,0.08403822779655457
"Sustainability at Achieving net-zero
Shell Our core values emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
Spill response and prevention in Nigeria
In the Niger Delta, over the last 12 years, the total number of operational hydrocarbon spills and the volume of oil spilled from them into the 
environment have been significantly reduced.",0.37959033250808716,0.3691469430923462,0.25126275420188904
"Most oil spills in the Niger Delta region continue to be caused by crude oil theft, the sabotage of oil and gas production facilities, illegal oil 
refining, and the distribution of illegally refined products.",0.5845326781272888,0.27574390172958374,0.13972336053848267
"In 2022, the Shell Petroleum Development Company of Nigeria Limited (SPDC), as operator of the SPDC joint venture (SPDC JV, Shell interest 
30%) [A], reported 10 operational spill incidents of more than 100 kilograms of crude oil, more than the 9 reported in 2021.",0.4448203444480896,0.37139931321144104,0.18378034234046936
"The volume of 
around 0.01 thousand tonnes was less than the 0.03 thousand tonnes recorded in 2021.",0.501365602016449,0.31345051527023315,0.18518397212028503
"[A] Unless otherwise stated, all activities reported for or as relating to SPDC in this section should be understood as SPDC acting as the operator of the SPDC JV.",0.5232202410697937,0.26528656482696533,0.21149314939975739
"SPDC, as the corporate entity, 
owns 30% of the JV.",0.6038162708282471,0.22941944003105164,0.1667642742395401
"In 2022, about 88% of the oil spills of more than 100 kilograms from the SPDC-operated facilities were caused by the illegal activities of third 
parties.",0.4683661460876465,0.3536214232444763,0.17801246047019958
"In 2022, the volume of crude oil spills of more than 100 kilograms caused by sabotage was around 0.6 thousand tonnes (75 incidents), 
compared with around 3.3 thousand tonnes (106 incidents) in 2021.",0.4387149512767792,0.3768061101436615,0.18447889387607574
"The decreased number of incidents in 2022 correlates with a shutdown of 
production for about six months because of an unprecedented increase of crude oil theft from the Trans Niger Pipeline, which is operated by 
SPDC on behalf of the SPDC JV.",0.3961077332496643,0.3509967625141144,0.2528955042362213
"SPDC continues to work with the government security agencies to maintain surveillance and address illegal 
activities of third parties, primarily along the SPDCJV pipeline and its operational areas.",0.700890302658081,0.16828452050685883,0.1308252215385437
"By the end of 2022, a total of 311 steel cages had been installed to protect wellheads, including 38 that had been upgraded with CCTV.",0.4673333168029785,0.4126090705394745,0.12005769461393356
"This 
compared with a total of 283 installed cages at the end of 2021.",0.4018174707889557,0.38808149099349976,0.21010102331638336
"In 2022, of 732 registered attempts to breach them, 47 were successful.",0.49297377467155457,0.30003392696380615,0.20699237287044525
"Spill response and prevention in Nigeria
Spills in 2022 Clean-up Prevention
Number of operational spills: 10 
Volume of operational spills: 10 tonnesAverage days before joint investigations 
commence: two days in 2022, improved 
from six days in 2016Illegal theft points removed: 468 in 2022, 
1,390 in total since 2016
Number of spills caused by third-party 
interference and other illegal activities: 75, 
88% of the totalAverage days to complete the recovery of 
surface oil: around one week in 2022, 
improved from 13 days in 2016Steel cages installed to protect wellheads: 
311
Volume of spills caused by third-party 
interference and other illegal activities: less 
than 600 tonnes, 99% of the total volumeNumber of sites remediated: 230 in 2022, 
776 in total since 2016Breaches of steel cages in 2022: 47 out of 
732 attempts
SPDC has an ongoing programme to appraise, maintain and replace key sections of pipelines and flow lines to reduce the number of operational 
spills.",0.6631179451942444,0.17702889442443848,0.15985314548015594
"In 2022, around 27 kilometres of pipelines and flow lines were replaced.",0.5600727200508118,0.260585218667984,0.17934198677539825
"Regardless of the cause of a spill, SPDC cleans up and remediates areas affected by spills originating from its facilities.",0.5200072526931763,0.32294705510139465,0.1570456624031067
"With operational spills, it 
pays compensation to affected people and communities.",0.42381229996681213,0.29626524448394775,0.2799224853515625
"In 2022, the time needed to complete the recovery of free-phase oil - oil that forms a 
separate layer and is not mixed with water or soil - remained at around one week.",0.46441638469696045,0.3755236268043518,0.16005991399288177
SPDC continues to review its portfolio options for onshore oil in Nigeria and has reduced its licences in this area by half in the past decade.,0.48735931515693665,0.3338117301464081,0.17882895469665527
For more detailed information on spills in Nigeria in 2022 and our response see www.shell.com.ng/oil-spills.,0.6653485894203186,0.20577660202980042,0.1288747787475586
"Read more on spill prevention and 
response in Nigeria at www.shell.com.ng/environment.",0.6120501756668091,0.293121874332428,0.09482795000076294
"ID More in this report Contributing to Nigeria's economy | Preparingjoremergencies | Our approach to safety
@ More on Shell websites Our strategy: Powering Progress | Oil spill data | Shell Nigeria | Shell Nigeria | Nigeria Briefing Notes
19 Shell Sustainability Report 2022",0.8749655485153198,0.0930505022406578,0.031983982771635056
"Sustainability at Achieving net-zero
Shell Our core values emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
Transport safety
Transporting large numbers of people, products and equipment by road, rail, sea and air poses safety risks.",0.4445474445819855,0.35365939140319824,0.2017931491136551
"We seek to reduce these risks by 
developing best-practice standards within Shell.",0.3842456638813019,0.346943736076355,0.26881057024002075
"We also work with specialist contractors, industry bodies, non-governmental organisations and 
governments to find ways of reducing transport safety risks.",0.49752047657966614,0.3821956217288971,0.12028384953737259
"Safety at sea
We operate a global fleet of 25 tankers, liquefied natural gas carriers and the world's first liquefied hydrogen carrier, the Suiso Frontier.",0.44716399908065796,0.38908711075782776,0.16374891996383667
"We are 
one of the world's largest charterers of oil and gas vessels.",0.5760295987129211,0.2702568769454956,0.15371356904506683
"We also run safety checks (assurance) for more than 70,000 voyage proposals 
annually, enabling Shell's businesses to play a vital role in providing energy security safely.",0.4886977970600128,0.33959299325942993,0.17170915007591248
"The last serious injury or fatality on a Shell-operated 
vessel was in 2015.",0.6068694591522217,0.2105286419391632,0.18260188400745392
"Air safety
In 2022, our owned and contracted aircraft flew more than 35,000 hours and safely carried around 266,000 Shell employees and contractors 
to destinations all over the world.",0.4666863679885864,0.36753079295158386,0.16578282415866852
"In addition, remotely piloted aircraft, also called drones, safely completed around 1,000 hours of survey and 
inspection flights.",0.6132641434669495,0.2521727979183197,0.13456310331821442
"Road transport safety performance
In 2022, Shell employees and contractors drove around half a billion kilometres on business in more than 50 countries, which is broadly in line 
with 2021.",0.4305342435836792,0.34523212909698486,0.22423365712165833
"There was one fatality in Pakistan when a contractor colleague died during road transport activities under the operational control of 
Shell.",0.4893650412559509,0.31001847982406616,0.2006164938211441
The number of severe motor vehicle incidents increased from 8 in 2021 to 14 in 2022.,0.5165215134620667,0.3529432415962219,0.13053523004055023
Data show that around 75% of vehicle incidents are related to fatigue or distraction.,0.4938216209411621,0.36067503690719604,0.14550329744815826
"In 2022, we installed fatigue and distraction detection 
devices in around 2,400 vehicles operated by Shell or its contractors in countries where road transport risks are highest.",0.47916802763938904,0.36920875310897827,0.15162324905395508
"The devices alert drivers 
if they detect fatigue or distraction.",0.6107426881790161,0.2518713176250458,0.1373859941959381
Read more about transport safety at www.shell.com/sustainability/safety/transport-safety.,0.5719021558761597,0.2882571816444397,0.13984061777591705
"|Q More in this report Process safety | Our approach to safety | Letter from the CEO
@ More on Shell websites Our strategy: Powering Progress | Transport safety | Community road safety
Product stewardship
We work to ensure our products - such as fuels, lubricants and chemicals - are safe throughout their life cycle.",0.7347830533981323,0.1891373246908188,0.07607961446046829
"In 2022, we carried out more 
than 500 risk assessments for products and additives.",0.4804873764514923,0.3273940086364746,0.1921186000108719
"We also published and distributed around 110,000 safety data sheets to customers in 
about 180 countries.",0.5326308608055115,0.34171679615974426,0.12565229833126068
Read more about product stewardship at www.shell.com/product-stewardship.,0.4799719750881195,0.30960148572921753,0.21042656898498535
"IB More in this report Circular economy and waste | Driving innovation | Letter from the CEO
@ More on Shell websites Our strategy: Powering Progress | Product stewardship
20 Shell Sustainability Report 2022",0.8382736444473267,0.13398011028766632,0.0277462899684906
"Sustainability at Achieving net-
Shell Our core values zero emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
Achieving net-zero
emissions
Our Powering Progress strategy focuses on working with 
our customers and across sectors to accelerate the transition 
to net-zero emissions.",0.41942358016967773,0.3049452304840088,0.2756311893463135
"*4:
22 Energy transition 
25 Managing greenhouse gas emissions
32
34
36Providing lower-carbon electricity
Fuelling mobility
Driving innovation
21 Shell Sustainability Report 2022",0.7006319761276245,0.17583754658699036,0.12353052943944931
"Sustainability at Achieving net-
Shell Our core values zero emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
Energy transition
Our journey to achieving net zero
POWERING PROGRESS
Working with our customers and across sectors to help accelerate the transition to net-zero emissions.",0.4180150032043457,0.3333250880241394,0.24865999817848206
■ Shell's climate target is to become a net-zero emissions energy business by 2050.,0.4917929470539093,0.26215991377830505,0.24604719877243042
"■ Our targets include reducing our absolute Scope 1 and 2 emissions by 50% by 2030 compared to 2016 levels, on a net basis, and 
reducing the carbon intensity of the energy products we sell by 6-8% by 2023, 9-12% by 2024, 9-13% by 2025, 20% by 2030, 45% 
by 2035 and 100% by 2050.",0.43647563457489014,0.3382304310798645,0.22529399394989014
"Shell supports the more ambitious goal of the Paris Agreement, which is to limit the rise in global average temperature this century to 1.5 degrees 
Celsius above pre-industrial levels.",0.45368456840515137,0.33770185708999634,0.2086135894060135
Our target is to become a net-zero emissions energy business by 2050.,0.5147240161895752,0.27380135655403137,0.21147461235523224
"We also have short-, medium- and long-term targets to reduce our 
carbon intensity, measured using our net carbon intensity metric.",0.5899204611778259,0.2608879804611206,0.1491914987564087
"We believe these targets are aligned with a 1.5°C pathway derived from the 
scenarios used in the IPCC Special Report on Global Warming of 1.5°C, most of which show the global energy system reaching net zero 
between 2040 and 2060.",0.42756563425064087,0.38804125785827637,0.1843930333852768
"Becoming a net-zero emissions energy business means that we are reducing emissions from our operations and from the fuels and other energy 
products, such as electricity, that we sell to our customers.",0.4650000035762787,0.3044019937515259,0.23059800267219543
"It also means capturing and storing any remaining emissions using technology, 
protecting natural carbon sinks and providing high-quality carbon credits to our customers to compensate for hard-to-abate emissions.",0.3745528757572174,0.31361204385757446,0.31183508038520813
"We follow the Greenhouse Gas Protocol's Corporate Accounting and Reporting Standard, which defines three scopes of greenhouse gas 
emissions:
■ Scope 1: direct greenhouse gas emissions from sources under Shell's operational control.",0.3687414824962616,0.33104372024536133,0.30021485686302185
■ Scope 2: indirect greenhouse gas emissions from the generation of purchased energy consumed by Shell assets under operational control.,0.5215504765510559,0.24259217083454132,0.23585735261440277
"■ Scope 3: other indirect greenhouse gas emissions, including emissions associated with the use of energy products sold by Shell.",0.4852725863456726,0.2926599383354187,0.22206752002239227
Scope 3 emissions from the energy products we sell account for most of the total emissions we report.,0.6688081622123718,0.21442632377147675,0.11676546931266785
"In October 2021, in support of our 2050 net-zero emissions target, we set a target to reduce Scope 1 and 2 absolute emissions from assets and 
activities under our operational control (including divestments) by 50% by 2030, compared with 2016 levels on a net basis (including carbon 
credits).",0.37507256865501404,0.37074732780456543,0.25418010354042053
We have also established remuneration policies which are designed to support us in achieving our short-term climate targets.,0.47314903140068054,0.312947154045105,0.21390387415885925
"Read more about our climate targets at
www.shell.com/energy-and-innovation/the-energy-future/what-is-shells-net-carbon-footprint-ambition/faq.html and in our 2022 Annual Report 
and 2022 Energy Transition Progress Report.",0.735815167427063,0.19882327318191528,0.06536154448986053
"Assessing climate-related risks
Shell has identified climate change and the associated energy transition as a material risk.",0.45383018255233765,0.2791706323623657,0.2669992446899414
"The risk could potentially result in changes to the 
demand for our products, our operational costs, supply chains, markets, the regulatory environment, our licence to operate and litigation.",0.42999643087387085,0.31465399265289307,0.25534963607788086
"As Shell has operations both onshore and offshore, the potential physical impacts of climate change are important for us to manage.",0.5657737255096436,0.2670043110847473,0.16722190380096436
"We take 
climate variability into consideration in the design and operation of our assets and infrastructure to minimise the risk of adverse incidents to our 
employees and contractors, the communities where we operate, our equipment and infrastructure.",0.4293467700481415,0.3512699604034424,0.21938322484493256
"Projects under development that are expected to have a material greenhouse gas impact must meet our internal carbon performance standards 
or industry benchmarks.",0.44618135690689087,0.31719449162483215,0.23662415146827698
"Our performance standards are used for measuring a project's average lifetime greenhouse gas intensity or energy 
efficiency per asset type.",0.5254033803939819,0.25789928436279297,0.21669736504554749
Applying these criteria ensures that our projects can compete and prosper in the energy transition.,0.4490625858306885,0.29039785265922546,0.26053956151008606
"An exception 
process is in place to manage specific incidental cases.",0.39991259574890137,0.3341032564640045,0.2659841477870941
Read more about Shell's material climate-related risks and opportunities in our 2022 Annual Report.,0.7195027470588684,0.15986129641532898,0.12063591927289963
ID More in this report Qur Powering Progress tqrget?,0.6507503390312195,0.2444373518228531,0.10481233894824982
I Mpnqging greenhouse go$ emission?,0.43093398213386536,0.30574727058410645,0.2633187472820282
"| Letter from the CEQ | Perfqrmqnce overview
@ More on Shell websites Powering Progress - transitioning to net-zero emissions | Qur climote tqrget I Our climote tqrget; frequently g?ked questions
22 Shell Sustainability Report 2022",0.5407344102859497,0.29810822010040283,0.16115733981132507
"Sustainability at Achieving net-
Shell Our core values zero emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
AmericasEnergy transition 
in action
A selection of 2022 developments [A]
Americas
(^) Carbonext
Brazil
Raizen
Canada (jT) Chemicals Park Scotford
Trinidad 
and Colibri
Tobago
New York Bight
(^) Shell Polymers Monaca
Aera Energy
USA Deer Park Refinery
Mobile Refinery
Shell Energy
Savion (acquired Dec. 2021)Europe
Denmark Nature Energy
Italy solar-konzept Italia
Germany@SBRS
Hollandse Kustwest
Netherlands Holland Hydrogen 1
(jT) Shell Energy Retail
Norway Northern Lights
Spain(jT) Green Tie Capital
Webatt Energia
United(jT) ScotWind
Kingdom
Four solar projects
Africa
Nigeria Daystar Power
KeyMiddle East
Qatar North Field East and South
Asia-Pacific
Powershop
Australia WestWind
Kondinin Energy
China(j^b) Electrolyser
India(J) Sprng Energy
MalaysiaBaram Delta
Rosmari-Marjoram
Philippines Malampaya
Russia Salym
Singapore(^) EcoOils
©Liquefied 
natural gas
Carbon capture 
and storageCarbon credits (including
nature-based solutions)
[A] These developments include acquisitions, investments, projects and divestments/withdrawals, at various stages of maturity and with different levels of Shell interest, 
from minority investment to full ownership.",0.42602503299713135,0.3793054521083832,0.19466949999332428
"|Q More in this report Our journey to achieving net zero | Providing lower-carbon electricity | Carbon capture and storage
@ More on Shell websites Nature based solutions | Carbon capture and storage
23 Shell Sustainability Report 2022",0.6927627325057983,0.21365419030189514,0.09358306229114532
"Sustainability at Achieving net-
Shell Our core values zero emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
Delivering our climate targets
Investing in net zero
In 2022, we invested $8.2 billion in low-carbon energy and non-energy products, around a third of our total cash capital expenditure [A] of 
$25 billion.",0.45455819368362427,0.27773335576057434,0.26770851016044617
"Of that, we invested $4.3 billion in low-carbon energy solutions, an increase of 89% compared with the previous year.",0.4195619225502014,0.35960063338279724,0.22083739936351776
"This includes 
capital spending on biofuels, hydrogen and charging for electric vehicles, as well as wind and solar power [B].",0.604548454284668,0.23722688853740692,0.1582246571779251
"The remaining $3.9 billion was 
invested in non-energy products such as chemicals, lubricants and convenience retail, which do not produce emissions when they are used by our 
customers.",0.5101057887077332,0.2873498797416687,0.20254433155059814
Our investment in non-energy products decreased by 9% compared with 2021.,0.3492755889892578,0.34480932354927063,0.30591508746147156
"These investments advance a central part of our strategy, which is to sell more products with low-carbon emissions to help both Shell and our 
customers meet their climate targets.",0.35600271821022034,0.3399096429347992,0.3040876090526581
"See our 2022 Energy Transition Progress Report and 2022 Annual Report to learn more about our 
investments in energy in 2022.",0.8245536684989929,0.12785165011882782,0.04759467393159866
[A] Please refer to the Shell Annual Report and Accounts 2022 for the definition of cash capital expenditure.,0.5143489241600037,0.28598687052726746,0.1996641755104065
"[B] The $4.3 billion investment does not include the acquisition of Nature Energy for around $2 billion, which closed at the beginning of 2023.",0.45846280455589294,0.3095589876174927,0.23197822272777557
"Net carbon intensity
Shell's net carbon intensity is the average intensity, weighted by sales volume, of the energy products sold by Shell.",0.600914478302002,0.23423582315444946,0.16484971344470978
"It is tracked, measured and 
reported using the Net Carbon Footprint methodology.",0.8958820104598999,0.06645151972770691,0.037666529417037964
"We express our net carbon intensity as the grams of CO2 equivalent per megajoule 
(gCO2e/MJ) produced for each unit of energy delivered to, and used by, a consumer.",0.5235129594802856,0.30173781514167786,0.17474931478500366
"In 2022, Shell's net carbon intensity was 76 gCC^e/MJ, a 1.3% decrease from the previous year and a 3.8% reduction compared with 2016, 
the reference year.",0.5315383672714233,0.24663491547107697,0.2218267172574997
"The decrease in our net carbon intensity in 2022 was primarily due to an increased proportion of renewable power and 
corresponding reduction in the carbon intensity of our power sales.",0.5513001084327698,0.27522996068000793,0.17346999049186707
"Our 2022 net carbon intensity includes 4.1 million tonnes of emissions offset 
through the use of carbon credits, compared with 5.1 million tonnes that were included in our 2021 net carbon intensity.",0.5850730538368225,0.26315152645111084,0.15177537500858307
"The net carbon intensity 
only includes carbon credits that are retired against energy products.",0.5471146106719971,0.27505138516426086,0.17783400416374207
"The biggest driver for reducing our net carbon intensity is increasing the sales of, and demand for, low-carbon energy.",0.4441596269607544,0.35062235593795776,0.20521803200244904
"We undertake external verification of our net carbon intensity annually, and we have received third-party limited assurance on our net carbon 
intensity for the period 2016 to 2022 by LRQA.",0.5181190371513367,0.26223334670066833,0.21964764595031738
"Limited assurance means nothing has come to the verifier's attention that would indicate the net 
carbon intensity data and information, as presented in the Net Carbon Intensity Assertion, were not materially correct.",0.37068068981170654,0.32126593589782715,0.3080533742904663
Read more about our Net Carbon Footprint methodology in our 2022 Annual Report and at www.shell.com/ncf.,0.6777327060699463,0.17974042892456055,0.14252690970897675
"Net carbon intensity [A] [B]
Grams of CO2 equivalent per megajoule (gCC^e/MJ)
85
80 e. _____e____________
70
65
60 -
13 14 15 16 17 18 19 20 21 22
[A] The net carbon intensity calculation uses Shell's energy product sales volume data, as disclosed in the Annual Report and 
Sustainability Report.",0.8203082084655762,0.10141785442829132,0.07827400416135788
This excludes certain contracts held for trading purposes and is reported net rather than gross.,0.38285404443740845,0.3801611363887787,0.2369847446680069
"Business­
specific methodologies for net volumes have been applied to oil products, pipeline gas and power.",0.551473081111908,0.2718046307563782,0.17672233283519745
"Paper trades that do not 
result in physical product delivery are excluded.",0.3563741147518158,0.33713364601135254,0.3064922094345093
"Retail sales volumes from markets where Shell operates under trademark 
licensing agreements are also excluded from the scope of Shell's carbon intensity metric.",0.5543807744979858,0.27047696709632874,0.17514222860336304
"[B] Acquisitions and divestments are included in the actual performance tracking, with the target and reference year 
unchanged.",0.5614826679229736,0.2803218960762024,0.15819543600082397
Note that acquisitions and divestments could have a material impact on meeting the targets.,0.5622072219848633,0.24885998666286469,0.18893277645111084
"Absolute emissions reduction performance
In 2022, our total combined Scope 1 and 2 absolute greenhouse gas emissions (from assets and activities under our operational control) were
58 million tonnes on a CO2 equivalent basis, a 15% reduction compared with 2021, and a 30% reduction compared with 2016, the base year.",0.46961739659309387,0.31918203830718994,0.21120060980319977
"Our Scope 3 emissions from energy products included in our net carbon intensity were 1,174 million tonnes of CO2 equivalent.",0.5553973317146301,0.2467050850391388,0.19789767265319824
24 Shell Sustainability Report 2022,0.7851797938346863,0.11050776392221451,0.10431239753961563
"Sustainability at Achieving net-
Shell Our core values zero emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
Scope 1 and 2 emissions under operational control
Million tonnes CO2e
a ■ Scope 1 emissions - direct GHG emissions [A] [B] [C] 
b ■ Scope 2 emissions - market-based method [D]
[A] Greenhouse gas emissions (GHG) comprise carbon dioxide, methane, nitrous oxide, hydrofluorocarbons, 
perfluorocarbons, sulphur hexafluoride and nitrogen trifluoride.",0.5428741574287415,0.26192599534988403,0.19519981741905212
"The data are calculated using locally regulated methods where 
they exist.",0.4599250853061676,0.2973257303237915,0.2427491992712021
"Where there is no locally regulated method, the data are calculated using the 2009 API Compendium, which is the 
recognised industry standard under the GHG Protocol Corporate Accounting and Reporting Standard.",0.46136948466300964,0.28603342175483704,0.2525971233844757
"There are inherent 
limitations on the accuracy of such data.",0.34731215238571167,0.3468859791755676,0.3058018386363983
"Oil and gas industry guidelines (Ipieca, API and IOGP) indicate that several sources 
of uncertainty can contribute to the overall uncertainty of a corporate emissions inventory.",0.5124902129173279,0.24952322244644165,0.2379865050315857
